player,season,POSS,adj_usg_rank,freq_gte82,freq_lte78,freq_lte81,freq_lte75,poss_lte78,poss_lte81,poss_lte75,poss_gte82,poss,versatility_score_rank,height,weight
Aaron Gordon,2018-19,3449.2,0.7910447761194029,0.279775020294561,0.17551896091847388,0.4825756697205149,0.06213034906645019,605.4000000000001,1664.5,214.29999999999998,964.9999999999999,3449.2,0.3411513859275053,79.88759712397079,224.3586628783486
Aaron Holiday,2018-19,880.4,0.13859275053304904,0.07417083144025445,0.32314856883234905,0.11903680145388461,0.48364379827351206,284.50000000000006,104.8,425.79999999999995,65.30000000000001,880.3999999999999,0.26652452025586354,76.15208995910949,200.08655156746937
Abdel Nader,2018-19,954.4,0.2899786780383795,0.11137887678122378,0.31580050293378037,0.43032271584241405,0.1424979044425817,301.40000000000003,410.7,136.0,106.29999999999998,954.4000000000001,0.6417910447761194,78.53740569991618,212.10613998323552
Al Horford,2018-19,2686.8,0.9680170575692963,0.660972160190561,0.09073991365192795,0.17031412833110018,0.07797379782641059,243.8,457.6,209.5,1775.8999999999996,2686.8,0.07036247334754797,81.5131010867947,238.10525532231648
Al-Farouq Aminu,2018-19,3140.2,0.9466950959488273,0.3477485510477039,0.13292146997006557,0.4607349850328004,0.05859499394942997,417.4,1446.8,184.0,1092.0,3140.2000000000003,0.255863539445629,80.42522769250365,228.32641233042477
Alan Williams,2018-19,35.6,,0.6067415730337079,0.18258426966292138,0.1741573033707865,0.03651685393258427,6.500000000000001,6.199999999999999,1.3,21.6,35.6,,80.84831460674157,228.59269662921346
Alec Burks,2018-19,1819.9,0.6801705756929638,0.10104950821473706,0.4182097917467993,0.3183141930875323,0.1624265069509314,761.1,579.3000000000001,295.6,183.89999999999998,1819.9,0.6908315565031983,78.02110006044288,211.89246661904502
Alex Abrines,2018-19,813.7,0.17484008528784648,0.06955880545655646,0.2986358608823891,0.45311539879562496,0.17868993486542947,243.0,368.70000000000005,145.39999999999998,56.599999999999994,813.7,0.44562899786780386,78.07226250460856,208.10630453484086
Alex Caruso,2018-19,734.2,0.744136460554371,0.09220920730046309,0.2820757286842822,0.2636883682920185,0.36202669572323615,207.10000000000002,193.60000000000002,265.8,67.7,734.2,0.8976545842217484,77.19231816943612,207.0610187959684
Alex Len,2018-19,2187.6,0.4946695095948827,0.6275370268787713,0.09558420186505762,0.21375022856098008,0.0631285426951911,209.10000000000002,467.6,138.10000000000002,1372.8000000000002,2187.6,0.10660980810234541,81.40007313951362,237.7636679466082
Alex Poythress,2018-19,435.1,0.3859275053304904,0.4449551827166168,0.1381291657090324,0.33785336704205926,0.07906228453229142,60.099999999999994,147.0,34.4,193.6,435.1,0.3859275053304904,80.48563548609515,228.86026200873363
Alfonzo McKinnie,2018-19,1418.7,0.23667377398720682,0.1424543596250088,0.3267075491647282,0.38274476633537746,0.1480933248748854,463.5,543.0000000000001,210.09999999999997,202.10000000000002,1418.7000000000003,0.8848614072494669,78.55994924931274,212.3732994995418
Alize Johnson,2018-19,91.60000000000001,,0.2816593886462882,0.24781659388646288,0.38864628820960695,0.08187772925764192,22.700000000000003,35.6,7.5,25.8,91.60000000000001,,79.65065502183407,223.2019650655022
Allen Crabbe,2018-19,1547.2,0.6460554371002132,0.07865822130299896,0.3987202688728024,0.35573940020682515,0.16688210961737332,616.8999999999999,550.3999999999999,258.2,121.69999999999999,1547.2,0.5543710021321961,78.1017967942089,209.61078076525334
Allonzo Trier,2018-19,1908.7,0.37100213219616207,0.08597474721014305,0.4384659716037093,0.2658877770210091,0.20967150416513858,836.9,507.5,400.2,164.10000000000002,1908.7,0.6631130063965884,77.6459370252004,209.3018808613192
Amile Jefferson,2018-19,90.2,,0.5532150776053215,0.0909090909090909,0.2350332594235033,0.12084257206208426,8.2,21.2,10.9,49.9,90.2,,80.97339246119735,232.44678492239464
Amir Johnson,2018-19,734.3,0.39658848614072495,0.6144627536429252,0.12147623587089747,0.20209723546234515,0.06196377502383223,89.2,148.40000000000003,45.5,451.2,734.3,0.14285714285714285,81.351899768487,237.54773253438648
Andre Drummond,2018-19,3452.7,0.6673773987206824,0.6880122802444463,0.07327598690879601,0.1750803718828743,0.06363136096388335,253.0,604.5000000000001,219.70000000000002,2375.4999999999995,3452.7,0.023454157782515993,81.80580415327135,238.87004373388942
Andre Iguodala,2018-19,2218.2,0.7718550106609808,0.16382652601208186,0.26805517987557476,0.39257055270038765,0.17554774141195564,594.6,870.8,389.40000000000003,363.40000000000003,2218.2000000000003,0.9808102345415778,78.61806870435487,214.30272292850057
Andre Ingram,2018-19,20.8,,0.05769230769230768,0.34134615384615374,0.2884615384615384,0.31249999999999994,7.1,5.999999999999999,6.5,1.2,20.800000000000004,,76.77884615384613,200.47115384615378
Andrew Bogut,2018-19,189.1,0.814498933901919,0.7028027498677946,0.09095716552088842,0.13167636171337918,0.07456372289793758,17.200000000000003,24.900000000000006,14.1,132.89999999999998,189.10000000000002,0.019189765458422176,81.37493389740877,237.3775780010576
Andrew Harrison,2018-19,243.0,0.29850746268656714,0.10246913580246914,0.3131687242798354,0.24609053497942388,0.3382716049382716,76.1,59.800000000000004,82.19999999999999,24.9,243.0,0.9360341151385928,77.23333333333333,207.73621399176955
Andrew Wiggins,2018-19,3486.4,0.8486140724946695,0.10787631941257458,0.2945158329508949,0.5089490592014686,0.08865878843506196,1026.8,1774.4,309.1,376.1,3486.4,0.2537313432835821,78.9839089031666,215.17135153740244
Anfernee Simons,2018-19,203.2,0.04477611940298507,0.09301181102362208,0.30659448818897644,0.19734251968503938,0.4030511811023623,62.3,40.099999999999994,81.9,18.900000000000002,203.19999999999996,0.7803837953091685,76.58661417322838,199.36368110236222
Angel Delgado,2018-19,21.3,,0.8450704225352113,0.046948356807511735,0.004694835680751174,0.10328638497652583,1.0,0.1,2.2,18.0,21.3,,81.15962441314554,237.3896713615023
Ante Zizic,2018-19,1439.4,0.4200426439232409,0.6882034180908712,0.08093650131999444,0.17034875642628874,0.060511324162845624,116.50000000000001,245.20000000000002,87.1,990.6,1439.4,0.0255863539445629,81.7633736279005,240.21738224260108
Anthony Davis,2018-19,2583.2,0.6950959488272921,0.6016568597088884,0.08443016413750387,0.2530582223598638,0.06085475379374419,218.1,653.7000000000002,157.2,1554.2000000000003,2583.2,0.11727078891257996,81.41127283988853,234.4628755032518
Anthony Tolliver,2018-19,1470.8,0.10874200426439233,0.26047049224911617,0.17133532771280938,0.5099945607832472,0.058199619254827306,252.00000000000003,750.1,85.6,383.1,1470.8,0.2622601279317697,79.99694044057657,223.25673103073157
Antonio Blakeney,2018-19,1116.9,0.10021321961620469,0.07404422956397169,0.3607305936073059,0.3452412928641776,0.21998388396454474,402.90000000000003,385.59999999999997,245.70000000000005,82.69999999999999,1116.9,0.7313432835820896,77.75261885576147,208.6535947712418
